,category,headline,authors,link,short_description,date
4332,POLITICS,Republicans And Democrats Have Very Different Ideas About What Saved A Congressional Ethics Watchdog,Ariel Edwards-Levy,https://www.huffingtonpost.com/entry/republicans-and-democrats-have-very-different-ideas-about-what-saved-a-congressional-ethics-watchdog_us_58769da2e4b05b7a465d94f7,Guess who gives more credit to Donald Trump?,2017-01-11
4333,STYLE,Joan Rivers' Best Red Carpet Moments Of All Time,Jamie Feldman,https://www.huffingtonpost.com/entry/joan-rivers-fashion-moments_n_5768340.html,,2014-09-04
4334,POLITICS,"Almost Half Of Republicans Believe Trump Really Won The Popular Vote, Poll Finds",Sam Levine,https://www.huffingtonpost.com/entry/donald-trump-popular-vote_us_5978b72ce4b0c95f3760cb4f,He lost it by nearly 3 million votes.,2017-07-26
4335,POLITICS,"Vladimir Putin Blames U.S. Election Interference On 'Jews,' Ukrainians",Carla Herreria,https://www.huffingtonpost.com/entry/vladimir-putin-election-interference-jews-ukrainians_us_5aa49b2fe4b086698a9e7274,The Russian president denied accusations of meddling during a tense interview with NBC's Megyn Kelly.,2018-03-11
4336,POLITICS,Donald Trump's Labor Pick Should Know Worker Safety Laws. His Company's Been Fined For Breaking Them.,Dave Jamieson,https://www.huffingtonpost.com/entry/andrew-puzder-workplace-safety_us_584f1709e4b04c8e2bb14947,"Andy Puzder, head of the Hardee's and Carl's Jr. burger chains, would be the top U.S. watchdog for workplace safety in Trump's administration.",2016-12-12
4337,POLITICS,David Valadao TK House Race,Mollie Reilly,https://www.huffingtonpost.com/entry/david-valadao-midterm-election-results_n_5826274.html,,2014-11-05
4338,POLITICS,Lindsey Graham Finds Himself In Second GOP Debate,Igor Bobic,https://www.huffingtonpost.com/entry/lindsey-graham-debate_us_55fa04a5e4b0fde8b0ccf14e,"""He gets better every time I see him.""",2015-09-17
4339,STYLE,"Justin Trudeau Wore Chewbacca Socks To A Global Business Forum, Of Course",Carly Ledbetter,https://www.huffingtonpost.com/entry/justin-trudeau-wore-chewbacca-socks-to-a-global-business-forum-of-course_us_59c3c027e4b063b253185966,"""Why can't we have nice things like Canada?""",2017-09-21
4340,POLITICS,Casey Loses Congressional Race,Paige Lavender,https://www.huffingtonpost.com/entry/nick-casey-midterm-election-results_n_5830982.html,,2014-11-05
4341,POLITICS,Why A GOP Lobbyist Is Giving Money To A Democratic Senate Candidate,"Arthur Delaney, Ryan Grim, and Paul Blumenthal",https://www.huffingtonpost.com/entry/donna-edwards-lobbyist_us_5710e3e0e4b0018f9cb9b709,Because Rep. Donna Edwards (D-Md.) is black.,2016-04-15
4342,POLITICS,Twitter Drags White House Over Failed Health Care Bill,Jenna Amatulli,https://www.huffingtonpost.com/entry/twitter-tweets-health-care-vote-trump_us_58d57aaee4b02a2eaab3fd64,"""Hamilton"" quotes, pull out jokes, and ""Art of the Deal"" references abound.",2017-03-24
4343,POLITICS,"Trump's Problems Aren't Going Away: Despite Conflicting Testimony, Americans Will Believe Comey Has Told The Truth","Michael Russnow, ContributorProfessional screenwriter, actor, former U.S. Senate aide and ...",https://www.huffingtonpost.com/entry/trumps-problems-arent-going-away-despite-conflicting_us_594060e1e4b0d99b4c920f7c,I wanted to wait a bit after former FBI Director James Comey’s Senate testimony to let it all settle. In the next few days,2017-06-13
4344,POLITICS,Paul Ryan's Speaker Decision Imminent,,https://www.huffingtonpost.comhttps://www.washingtonpost.com/politics/ryan-nears-decision-on-speakers-race-as-congress-returns/2015/10/20/b0e4998c-7687-11e5-bc80-9091021aeb69_story.html,"Rep. Paul Ryan (R-Wis.) is more open than ever to becoming the next House speaker, following a contemplative week at home",2015-10-20
4345,POLITICS,EPA: Volkswagen Cheated A 2nd Time On Pollution Tests,,https://www.huffingtonpost.com/entry/volkswagen-emissions-cheating_us_5637ae01e4b0c66bae5d3797,Yikes.,2015-11-02
4346,POLITICS,"In Greenhouse California, the Hissing of Summer Lawns Fizzles While Races for Senator and Governor Quietly Take Shape","William Bradley, ContributorPolitical Analyst",https://www.huffingtonpost.com/entry/in-greenhouse-california-the-hissing-of-summer-lawns-fizzles-while-races-for-senator-and-governor-quietly-take-shape_b_7005658.html,"One of the most curious staples of suburban American living, the lawn, seems to have had its day in California. With voluntary cutbacks coming up short of the need, Governor Jerry Brown has ordered a mandatory cut of 25 percent on water use from 2013 levels.",2015-04-05
4347,STYLE,"Prince Harry, Meghan Markle Meet Their Adoring Fans For The First Time Since Their Engagement",Willa Frej,https://www.huffingtonpost.com/entry/prince-harry-meghan-markle-fans_us_5a213ce5e4b0a02abe905000,They marked their first joint outing with visit to a World Aids Day charity fair.,2017-12-01
4348,POLITICS,"Donald Trump Has His Own 47 Percent Problem, And It's Just As Bad As Romney's",Ryan Grim,https://www.huffingtonpost.com/entry/donald-trump-47-percent_us_57d07862e4b0a48094a75efa,The GOP presidential nominee thinks half the country just wants a handout.,2016-09-07
4349,POLITICS,"Mike Antonovich, Tear Down That Sign!","Peter Dreier, ContributorE.P. Clapp Distinguished Professor of Politics, Occidental Col...",https://www.huffingtonpost.com/entry/mike-antonovich-tear-down_b_9605972.html,"I'm a German American and, like many others residents of Los Angeles County, whose tax dollars pay for the park, I find the new sign offensive, not simply because it honors Paul von Hindenburg but because it obscures the site's ugly past.",2016-04-03
4350,POLITICS,Trump's Budget Director Declares Class War On The American People,"Richard (RJ) Eskow, ContributorHost of 'The Zero Hour'; Writer; Senior Advisor, Social Securi...",https://www.huffingtonpost.com/entry/trumps-budget-director-declares-class-war-on-the-american_us_58ef883fe4b048372700d5eb,White House Budget Director Mick Mulvaney has issued a declaration of class war against the American people. His words may,2017-04-13
4351,STYLE,Tom Ford Feels 'Repulsed' By His Contribution To Consumer Culture,James Cave,https://www.huffingtonpost.com/entry/tom-ford-fast-fashion-guilt_us_57d83160e4b09d7a687fe561,It's a double-edged sword.,2016-09-15
4352,POLITICS,"In Ohio, A Spelling Error Could Cost You Your Vote","John Whitesides and Andy Sullivan, Reuters",https://www.huffingtonpost.com/entry/ohio-voter-law-spelling-error_us_5818c1b5e4b0990edc33a62d,Laws passed by the Republican-led Ohio state legislature in 2014 require voters to accurately fill out their personal information on absentee or provisional ballots or they will be rejected - even if the votes are otherwise valid.,2016-11-01
4353,POLITICS,Mitch McConnell's Triumph Strikes Worry In The Hearts Of Campaign Finance Reformers,Paul Blumenthal,,,2014-11-08
4354,STYLE,Beyoncé's Iconic Post-Pregnancy Dress Is Unexpectedly From A Menswear Collection,Carly Ledbetter,https://www.huffingtonpost.com/entry/beyonc%C3%A9s-iconic-post-pregnancy-look-was-menswear_us_596cd882e4b0d6341feace3c,The designer speaks out.,2017-07-17
4355,POLITICS,CNN Has An Emergency Debate Lectern Ready For Biden,Kim Bellware,https://www.huffingtonpost.com/entry/joe-biden-debate-podium_us_561bc3bbe4b0dbb8000f241a,Now that's being prepared.,2015-10-12
4356,POLITICS,"Abortion Isn’t Main Reason More Republicans Still Won’t Back Doug Jones, New Poll Finds",Amanda Terkel,https://www.huffingtonpost.com/entry/doug-jones-abortion-poll_us_5a219d03e4b0a02abe91032c,Would the Democrats’ Alabama Senate candidate do better if he were anti-abortion? Maybe not.,2017-12-04
4357,POLITICS,Hillary Suggests Obama's Problem Is... Not Reaching Out To Republicans?,,https://www.huffingtonpost.com/entry/hillary-clinton-2016_n_5562508.html,,2014-07-07
4358,STYLE,7 DIY Beauty Hacks Using Pantry Staples,"Thrive Market, ContributorOnline shopping club",https://www.huffingtonpost.com/entry/7-diy-beauty-hacks-using-pantry-staples_b_7122442.html,"The best thing about having a kitchen stocked full of healthy food is that they can also double up as amazing natural beauty products. These DIY beauty hacks are the perfect way to treat your skin and hair with some natural love. Try a few for yourself, and unlock the secrets to natural beauty!",2015-04-24
4359,POLITICS,Sad Trump Cake Inspires The Best Memes Of The Election,Landess Kearns,https://www.huffingtonpost.com/entry/2016-election-trump-cake_us_5822527ee4b0aac62487efb1,The icing on the campaign.,2016-11-08
4360,POLITICS,The New Senate 13 -- Unlucky for Women?,"Martha Burk, ContributorMoney Editor, Ms. magazine; national gender pay equity ...",https://www.huffingtonpost.com/entry/the-new-senate-13---unluc_b_6418502.html,"Some people think 13 is a lucky number, and some say the opposite.  When it comes to the fresh faces in the Senate, this particular number 13 is likely to be very unlucky for women.",2015-01-05
4361,POLITICS,Kremlin Says Putin Will Order Appropriate Response To U.S. Sanctions,,https://www.huffingtonpost.com/entry/putin-us-sanctions_us_58658c06e4b0de3a08f7d12a,Washington's rebuke includes the expulsion of 35 Russian diplomats.,2016-12-29
4362,STYLE,And The Worst-Dressed Stars At The 2015 Golden Globes Were...,Michelle Persad,https://www.huffingtonpost.com/entry/golden-globes-worst-dressed-2015-photos_n_6418828.html,,2015-01-12
4363,POLITICS,Politicians React To San Bernardino Shooting,Mollie Reilly,https://www.huffingtonpost.com/entry/politicians-san-bernardino-shooting_us_565f4b33e4b072e9d1c46cdd,Reports indicated there were 20 victims.,2015-12-02
4364,POLITICS,"Obamacare Repeal Could Trap Republicans Into Raising Taxes Later, GOP Senator Warns",Daniel Marans,https://www.huffingtonpost.com/entry/obamacare-repeal-tax-increase_us_586fc9b6e4b099cdb0fcd94e,"""You’re taking $116 billion ... and just throwing it into a mud puddle by continuing subsidies without revenue,"" Sen. Bob Corker said.",2017-01-06
4365,POLITICS,Baltimore Mayor Says Rise In Violent Crime 'Is Not About Freddie Gray',Julia Craven,https://www.huffingtonpost.com/entry/baltimore-mayor-crime-freddie-gray_us_55f1aa60e4b093be51bddf09,"""We want to focus on ... reforming the police department, improving the relationship between the community and the police,"" she adds.",2015-09-10
4366,POLITICS,This Judge Isn't Buying The Trump Admin's Excuses For Holding A U.S. Citizen 'Incommunicado',Ryan J. Reilly,https://www.huffingtonpost.com/entry/american-isis-aclu-case_us_5a2eb5d8e4b0c780113741ef,"“What the government is suggesting is an end run around the right to habeas,"" said U.S. District Judge Tanya Chutkan.",2017-12-11
4367,POLITICS,Protesters Arrested For Interrupting Hearing Over Health Care Changes In GOP Tax Plan,Mollie Reilly,https://www.huffingtonpost.com/entry/protests-tax-plan-obamacare_us_5a1dc10ae4b003f9c7fb1a7a,"""Don't kill us; kill the bill.""",2017-11-28
4368,POLITICS,"Stephen Colbert's Show Is Rigged, Hillary Clinton Is Vulgar, And Other Election Complaints To The FCC",Jason Cherkis,https://www.huffingtonpost.com/entry/stephen-colberts-show-is-rigged-hillary-clinton-is-vulgar-and-other-election-complaints-to-the-fcc_us_586165ece4b0d9a59458e63d,People lodged more than 800 election-related complaints to the agency.,2016-12-27
4369,POLITICS,Half Of Americans Think The Nation's Relationship With Israel Has Weakened,Ariel Edwards-Levy,https://www.huffingtonpost.com/entry/israel-poll_n_7001340.html,,2015-04-03
4370,POLITICS,The United Debacle Shows Airlines Have Given Up On The Free Market,Ben Walsh,https://www.huffingtonpost.com/entry/united-airlines-debacle-monopoly_us_58ed0821e4b0ca64d919ae1d,The airline industry is hurtling toward monopoly.,2017-04-11
4371,POLITICS,"Supporters Wish President Final Farewell At ‘Thanks, Obama' Event",Igor Bobic,https://www.huffingtonpost.com/entry/thanks-obama-event_us_58816218e4b096b4a230f1dc,Many said they would heed the president’s call to action and organize in the Trump era.,2017-01-20
4372,POLITICS,How Joseph McCarthy Henchman Roy Cohn Became Donald Trump’s Mentor,,https://www.huffingtonpost.comhttp://www.politico.com/magazine/story/2016/04/donald-trump-roy-cohn-mentor-joseph-mccarthy-213799,"The reporter from the Washington Post didn’t ask Donald Trump about nuclear weapons, but he wanted to talk about them anyway",2016-04-08
4373,STYLE,"From Scrunchies To Shoulder Pads, Paula Abdul Is Forever Our Girl",Michelle Persad,https://www.huffingtonpost.com/entry/paula-abdul_us_57644972e4b0853f8bf0ce23,She's danced her way into our hearts.,2016-06-17
4374,STYLE,"Dolce & Gabbana Launched A Line Of Hijabs And Abayas, But Something's Off","Nadya Agrawal, Guest Writer",https://www.huffingtonpost.com/entry/dolce-gabanna-hijabs-and-abayas_us_568d3ffbe4b0a2b6fb6e2696,Hmmm.,2016-01-08
4375,STYLE,6 Ways To Pull Off The Metallic Makeup Trend We’re Seeing Everywhere,"PureWow, ContributorWhat your girl crush reads online",https://www.huffingtonpost.com/entry/6-ways-to-pull-off-the-metallic-makeup-trend-were_us_5a1c8579e4b07bcab2c69916,"Yes, you too can wear gunmetal",2017-11-27
4376,POLITICS,Four More Years?,"Bruce Ackerman, ContributorProfessor of law and political science, Yale; Author 'We the P...",https://www.huffingtonpost.com/entry/four-more-years_us_591f29d1e4b034684b0c1b16,Don't expect President Trump to go down without a fight. And he may take our Constitution with him.,2017-05-19
4377,POLITICS,Trump and Narcissistic Personality Disorder,"Daniel Wagner, ContributorManaging Director of Risk Cooperative / Co-author of ""Global R...",https://www.huffingtonpost.com/entry/trump-and-narcissistic-pe_b_11289332.html,,2016-07-31
4378,POLITICS,Trump To Nominate NFL Team Owner As Ambassador To Britain,,https://www.huffingtonpost.com/entry/woody-johnson-ambassador-britain_us_594c579de4b0da2c731a9506,New York Jets Owner Woody Johnson will require Senate confirmation to take up the post.,2017-06-22
4379,STYLE,"On Our Best-Dressed List, Lupita Shows Us It's Easy Being Green",Michelle Persad,https://www.huffingtonpost.com/entry/on-our-best-dressed-list-lupita-shows-us-that-it-isnt-hard-being-green_us_55d62b0be4b0ab468da05b48,"Kermit, take note.",2015-08-21
4380,POLITICS,High School Teacher Defeats Kentucky House Majority Leader In GOP Primary,Travis Waldron,https://www.huffingtonpost.com/entry/teacher-defeats-kentucky-house-leader_us_5b04c3a2e4b0784cd2af673b,The upset comes after widespread teacher protests over pension and education budget cuts.,2018-05-23
4381,POLITICS,Scott Walker And Jeb Bush Disagree Over Canceling State Dinner For Chinese President,Sam Levine,https://www.huffingtonpost.com/entry/scott-walker-jeb-bush-china_us_55fa0eb8e4b0fde8b0ccf3d8,"""There's many other tools than we have without canceling a dinner. That's not gonna change anything.""",2015-09-17
4382,POLITICS,Trump Tweets Complaints About Chinese Economic And Military Policy,"Roberta Rampton and Steve Holland, Reuters",https://www.huffingtonpost.com/entry/trump-tweets-complaints-about-chinese-economic-and-military-policy_us_5844e82ce4b0c68e0481887a,"Trump, who vowed during his campaign he would label China a currency manipulator, continued some of his hard-line rhetoric on Sunday.",2016-12-05
