category,text,sentence_length
POLITICS,trump lawyer want second special counsel want probe obvious conflict interest department justice,13
POLITICS,chris christie flipflops selfdeportation chris christie said didn’t think selfdeportation” would work sound like,14
POLITICS,fbi reportedly investigating whitefish puerto rico contract fema multiple congressional committee local auditor reportedly begun requesting document deal,18
POLITICS,mitch mcconnell set go nuclear break supreme court filibuster republican historic move end senate minority power stall nominee clear path neil gorsuch,22
POLITICS,nov arkansas planning execute severely mentally ill man jack greene guilty two horrific murder jack greene also sick nov barring stay jack greene,23
POLITICS,gary johnson aleppo type pepper gary,6
POLITICS,donald trump channel ghost richard nixon man who’ll soon occupy oval office man insisted “if president mean,17
POLITICS,charles koch bemoans lack civility race wichita kan—charles koch sound lot like ordinary voter bemoans said lack substance civility,19
POLITICS,study identifies fracking spill year period spill north dakota alone,10
POLITICS,wooing chairman ryan paul ryan remains sideline gop look regroup rep paul ryan rwisc left colleague rest political washington guessing friday whether would,23
POLITICS,elizabeth warren say early talk whether shell run reelection say im committed getting every single day fighting family sent,19
POLITICS,citing court order trump administration resume accepting daca renewal application daca program operated term place rescinded last year said u citizenship immigration service saturday,24
STYLE,woman awesome response told shouldnt wear crop top progress fashion industry made regarding body acceptance every often something come along,20
POLITICS,obama make final defense counterterrorism legacy handing trump president listed top achievement president knowing successor might dismantle,17
POLITICS,house republican fret lead next bad said rep peter king rny,11
POLITICS,justice thomas wife call supreme court retirement report bogus following ginni thomas takedown washington examiner article citing unnamed source appears amended,21
POLITICS,cambridge analytica whistleblower absolutely possible million facebook user impacted russia could storing harvested data said christopher wylie helped found political research firm,22
STYLE,adidas model say received rape threat showing leg hair better internet,11
POLITICS,pennsylvania supreme court issue new congressional map replace gerrymandered one republican enjoyed considerable advantage earlier map place three congressional election,20
POLITICS,trump law people sitting president almost certainly immune criminal prosecution mechanism remove office,13
STYLE,cinema season perfect time look back favorite movie hair past great place find something new take seat salon let play cinema time machine,23
STYLE,vivienne westwood say secret staying young rarely bathing hmm,9
POLITICS,republican losing nerve seem forget supposed mean repealing obamacare congressional budget office tell u leave million people without health insurance,20
STYLE,nail art video ridiculously mesmerizing nailporn finest,7
STYLE,easy celebrity look copy every type holiday party 🎉🍸🎁,9
POLITICS,rice aide powell received classified information personal email account finding come nearly year controversy hillary clinton decision set private email server work secretary state,24
POLITICS,woman suffered inhumane death jail poor jennifer meyers one many victim system incarcerates people cant pay fee fine,18
POLITICS,republican still dont vote replace obamacare house member look apt vote,11
POLITICS,trump adviser stephen miller disastrously try defend trump yet also said it’s speak what’s president’s mind,16
POLITICS,carson trump turn camaraderie rivalry two men could different one grew poor black detroit rich white queen,17
POLITICS,opic model investor liberian community excited first learned buchanan renewables project however big gain imply big risk lead catastrophic result particularly fragile postconflict region institution weak community vulnerable,28
POLITICS,gop big shot hedge donald trump kentucky derby churchill down republican rich powerful little good say new standardbearer none would publicly break,22
POLITICS,bizarre story trump first congressional endorsement rep chris collins say gop frontrunner misquoted,13
POLITICS,huffpollster arizona might newest battleground state virginia also look bluer usual,11
STYLE,jessica biel dressed exactly like golden statue oscar totally work,10
STYLE,succulent jewelry fashion trend gone way far stop,8
POLITICS,congratulation israeli prime minister jared kushner good luck jared,9
POLITICS,gop debate demand undemanding debate poor dear didnt care question want change,12
POLITICS,tweeter lose sean hannitys account mysteriously go finally say happy new year,12
POLITICS,yeah gop replace trump quits rule republican stuck nominee unless talk dropping,12
POLITICS,clinton tout american exceptionalism appeal republican “when america fails lead leave vacuum”,12
